"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
18,"Maven Toys Merida 1","Merida","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,16,"positive_stock",32,5,0.06,288.0,-84.4,5.00,49.95,25.00,79.84
19,"Maven Toys Puebla 1","Puebla","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,10,"positive_stock",36,33,0.37,27.3,-8.3,5.00,329.67,165.00,49.90
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,12,"positive_stock",48,39,0.43,27.7,-18.8,5.00,389.61,195.00,59.88
21,"Maven Toys Santiago 1","Santiago","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,30,"positive_stock",111,4,0.04,675.0,-96.4,5.00,39.96,20.00,149.70
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,7,"positive_stock",24,29,0.32,21.7,20.8,5.00,289.71,145.00,34.93
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,8,"positive_stock",53,29,0.32,24.8,-45.3,5.00,289.71,145.00,39.92
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,16,"positive_stock",30,31,0.34,46.5,3.3,5.00,309.69,155.00,79.84
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,10,"positive_stock",48,35,0.39,25.7,-27.1,5.00,349.65,175.00,49.90
26,"Maven Toys Campeche 2","Campeche","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,4,"positive_stock",7,66,0.73,5.5,842.9,5.00,659.34,330.00,19.96
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,16,"positive_stock",18,11,0.12,130.9,-38.9,5.00,109.89,55.00,79.84
28,"Maven Toys Puebla 2","Puebla","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,24,"positive_stock",49,40,0.44,54.0,-18.4,5.00,399.60,200.00,119.76
29,"Maven Toys Xalapa 1","Xalapa","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,37,"positive_stock",13,41,0.46,81.2,215.4,5.00,409.59,205.00,184.63
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",23,"Mr. Potatohead","Toys",4.99,9.99,12,"positive_stock",17,14,0.16,77.1,-17.6,5.00,139.86,70.00,59.88
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",23,"Mr. Potatohead","Toys",4.99,9.99,9,"positive_stock",91,95,1.06,8.5,4.4,5.00,949.05,475.00,44.91
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,23,"positive_stock",22,58,0.64,35.7,163.6,5.00,579.42,290.00,114.77
33,"Maven Toys Monterrey 3","Monterrey","Airport",23,"Mr. Potatohead","Toys",4.99,9.99,22,"positive_stock",76,72,0.80,27.5,-5.3,5.00,719.28,360.00,109.78
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,13,"positive_stock",5,0,0.00,NULL,-100.0,5.00,0.00,0.00,64.87
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,5,"positive_stock",33,39,0.43,11.5,18.2,5.00,389.61,195.00,24.95
36,"Maven Toys Morelia 1","Morelia","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,19,"positive_stock",26,0,0.00,NULL,-100.0,5.00,0.00,0.00,94.81
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,0,"confirmed_zero_stock",33,37,0.41,0.0,12.1,5.00,369.63,185.00,0.00
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,27,"positive_stock",22,35,0.39,69.4,59.1,5.00,349.65,175.00,134.73
39,"Maven Toys Xalapa 2","Xalapa","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,5,"positive_stock",120,21,0.23,21.4,-82.5,5.00,209.79,105.00,24.95
40,"Maven Toys Toluca 2","Toluca","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,10,"positive_stock",22,2,0.02,450.0,-90.9,5.00,19.98,10.00,49.90
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,19,"positive_stock",47,96,1.07,17.8,104.3,5.00,959.04,480.00,94.81
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,31,"positive_stock",81,5,0.06,558.0,-93.8,5.00,49.95,25.00,154.69
43,"Maven Toys Durango 1","Durango","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,2,"positive_stock",39,38,0.42,4.7,-2.6,5.00,379.62,190.00,9.98
44,"Maven Toys Puebla 3","Puebla","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,5.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,16,"positive_stock",91,71,0.79,20.3,-22.0,5.00,709.29,355.00,79.84
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,23,"positive_stock",89,58,0.64,35.7,-34.8,5.00,579.42,290.00,114.77
47,"Maven Toys Monterrey 4","Monterrey","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,29,"positive_stock",10,124,1.38,21.0,1140.0,5.00,1238.76,620.00,144.71
48,"Maven Toys Saltillo 2","Saltillo","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,1,"positive_stock",70,20,0.22,4.5,-71.4,5.00,199.80,100.00,4.99
49,"Maven Toys Culiacan 1","Culiacan","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,18,"positive_stock",28,49,0.54,33.1,75.0,5.00,489.51,245.00,89.82
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,23,"positive_stock",163,89,0.99,23.3,-45.4,5.00,889.11,445.00,114.77
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,9,"positive_stock",47,114,1.27,7.1,142.6,5.00,2278.86,570.00,134.91
2,"Maven Toys Monterrey 1","Monterrey","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,39,"positive_stock",78,93,1.03,37.7,19.2,5.00,1859.07,465.00,584.61
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,15,"positive_stock",164,72,0.80,18.8,-56.1,5.00,1439.28,360.00,224.85
4,"Maven Toys Saltillo 1","Saltillo","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,20,"positive_stock",180,89,0.99,20.2,-50.6,5.00,1779.11,445.00,299.80
5,"Maven Toys La Paz 1","La Paz","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,60,"positive_stock",99,28,0.31,192.9,-71.7,5.00,559.72,140.00,899.40
6,"Maven Toys Mexicali 1","Mexicali","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,15,"positive_stock",128,150,1.67,9.0,17.2,5.00,2998.50,750.00,224.85
7,"Maven Toys Monterrey 2","Monterrey","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,25,"positive_stock",168,84,0.93,26.8,-50.0,5.00,1679.16,420.00,374.75
8,"Maven Toys Pachuca 1","Pachuca","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,7,"positive_stock",181,106,1.18,5.9,-41.4,5.00,2118.94,530.00,104.93
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,16,"positive_stock",147,118,1.31,12.2,-19.7,5.00,2358.82,590.00,239.84
10,"Maven Toys Campeche 1","Campeche","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,20,"positive_stock",222,149,1.66,12.1,-32.9,5.00,2978.51,745.00,299.80
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,39,"positive_stock",86,86,0.96,40.8,0.0,5.00,1719.14,430.00,584.61
12,"Maven Toys Chetumal 1","Chetumal","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,34,"positive_stock",107,84,0.93,36.4,-21.5,5.00,1679.16,420.00,509.66
13,"Maven Toys Mexicali 2","Mexicali","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,24,"positive_stock",101,149,1.66,14.5,47.5,5.00,2978.51,745.00,359.76
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,10,"positive_stock",108,109,1.21,8.3,0.9,5.00,2178.91,545.00,149.90
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,35,"positive_stock",107,107,1.19,29.4,0.0,5.00,2138.93,535.00,524.65
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,6,"positive_stock",70,14,0.16,38.6,-80.0,5.00,279.86,70.00,89.94
17,"Maven Toys Toluca 1","Toluca","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,27,"positive_stock",231,86,0.96,28.3,-62.8,5.00,1719.14,430.00,404.73
18,"Maven Toys Merida 1","Merida","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,26,"positive_stock",113,69,0.77,33.9,-38.9,5.00,1379.31,345.00,389.74
19,"Maven Toys Puebla 1","Puebla","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,16,"positive_stock",84,102,1.13,14.1,21.4,5.00,2038.98,510.00,239.84
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,18,"positive_stock",112,57,0.63,28.4,-49.1,5.00,1139.43,285.00,269.82
21,"Maven Toys Santiago 1","Santiago","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,19,"positive_stock",56,24,0.27,71.3,-57.1,5.00,479.76,120.00,284.81
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,29,"positive_stock",82,61,0.68,42.8,-25.6,5.00,1219.39,305.00,434.71
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,40,"positive_stock",74,79,0.88,45.6,6.8,5.00,1579.21,395.00,599.60
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,4,"positive_stock",78,65,0.72,5.5,-16.7,5.00,1299.35,325.00,59.96
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,10,"positive_stock",42,90,1.00,10.0,114.3,5.00,1799.10,450.00,149.90
26,"Maven Toys Campeche 2","Campeche","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,11,"positive_stock",114,84,0.93,11.8,-26.3,5.00,1679.16,420.00,164.89
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,46,"positive_stock",59,70,0.78,59.1,18.6,5.00,1399.30,350.00,689.54
28,"Maven Toys Puebla 2","Puebla","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,19,"positive_stock",164,88,0.98,19.4,-46.3,5.00,1759.12,440.00,284.81
29,"Maven Toys Xalapa 1","Xalapa","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,14,"positive_stock",46,175,1.94,7.2,280.4,5.00,3498.25,875.00,209.86
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,23,"positive_stock",126,157,1.74,13.2,24.6,5.00,3138.43,785.00,344.77
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,29,"positive_stock",215,309,3.43,8.4,43.7,5.00,6176.91,1545.00,434.71
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,42,"positive_stock",91,16,0.18,236.3,-82.4,5.00,319.84,80.00,629.58
33,"Maven Toys Monterrey 3","Monterrey","Airport",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,27,"positive_stock",172,121,1.34,20.1,-29.7,5.00,2418.79,605.00,404.73
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,28,"positive_stock",113,97,1.08,26.0,-14.2,5.00,1939.03,485.00,419.72
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,44,"positive_stock",74,49,0.54,80.8,-33.8,5.00,979.51,245.00,659.56
36,"Maven Toys Morelia 1","Morelia","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,9,"positive_stock",138,132,1.47,6.1,-4.3,5.00,2638.68,660.00,134.91
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,27,"positive_stock",200,85,0.94,28.6,-57.5,5.00,1699.15,425.00,404.73
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,11,"positive_stock",47,66,0.73,15.0,40.4,5.00,1319.34,330.00,164.89
39,"Maven Toys Xalapa 2","Xalapa","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,58,"positive_stock",139,117,1.30,44.6,-15.8,5.00,2338.83,585.00,869.42
40,"Maven Toys Toluca 2","Toluca","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,33,"positive_stock",115,58,0.64,51.2,-49.6,5.00,1159.42,290.00,494.67
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,4,"positive_stock",64,111,1.23,3.2,73.4,5.00,2218.89,555.00,59.96
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,69,"positive_stock",115,71,0.79,87.5,-38.3,5.00,1419.29,355.00,1034.31
43,"Maven Toys Durango 1","Durango","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,16,"positive_stock",117,163,1.81,8.8,39.3,5.00,3258.37,815.00,239.84
44,"Maven Toys Puebla 3","Puebla","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,6,"positive_stock",72,66,0.73,8.2,-8.3,5.00,1319.34,330.00,89.94
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,26,"positive_stock",192,96,1.07,24.4,-50.0,5.00,1919.04,480.00,389.74
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,10,"positive_stock",107,131,1.46,6.9,22.4,5.00,2618.69,655.00,149.90
47,"Maven Toys Monterrey 4","Monterrey","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,24,"positive_stock",155,133,1.48,16.2,-14.2,5.00,2658.67,665.00,359.76
48,"Maven Toys Saltillo 2","Saltillo","Commercial",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,40,"positive_stock",51,72,0.80,50.0,41.2,5.00,1439.28,360.00,599.60
49,"Maven Toys Culiacan 1","Culiacan","Downtown",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,23,"positive_stock",59,146,1.62,14.2,147.5,5.00,2918.54,730.00,344.77
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",24,"Nerf Gun","Sports & Outdoors",14.99,19.99,10,"positive_stock",120,111,1.23,8.1,-7.5,5.00,2218.89,555.00,149.90
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,54,"positive_stock",399,339,3.77,14.3,-15.0,1.00,1013.61,339.00,107.46
2,"Maven Toys Monterrey 1","Monterrey","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,32,"positive_stock",557,252,2.80,11.4,-54.8,1.00,753.48,252.00,63.68
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,44,"positive_stock",262,266,2.96,14.9,1.5,1.00,795.34,266.00,87.56
4,"Maven Toys Saltillo 1","Saltillo","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,18,"positive_stock",482,529,5.88,3.1,9.8,1.00,1581.71,529.00,35.82
5,"Maven Toys La Paz 1","La Paz","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,9,"positive_stock",239,329,3.66,2.5,37.7,1.00,983.71,329.00,17.91
6,"Maven Toys Mexicali 1","Mexicali","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,62,"positive_stock",276,232,2.58,24.1,-15.9,1.00,693.68,232.00,123.38
7,"Maven Toys Monterrey 2","Monterrey","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,10,"positive_stock",1025,728,8.09,1.2,-29.0,1.00,2176.72,728.00,19.90
8,"Maven Toys Pachuca 1","Pachuca","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,71,"positive_stock",361,296,3.29,21.6,-18.0,1.00,885.04,296.00,141.29
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,4,"positive_stock",579,327,3.63,1.1,-43.5,1.00,977.73,327.00,7.96
10,"Maven Toys Campeche 1","Campeche","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,68,"positive_stock",328,117,1.30,52.3,-64.3,1.00,349.83,117.00,135.32
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,70,"positive_stock",562,263,2.92,24.0,-53.2,1.00,786.37,263.00,139.30
12,"Maven Toys Chetumal 1","Chetumal","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,23,"positive_stock",200,312,3.47,6.6,56.0,1.00,932.88,312.00,45.77
13,"Maven Toys Mexicali 2","Mexicali","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,37,"positive_stock",281,263,2.92,12.7,-6.4,1.00,786.37,263.00,73.63
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,15,"positive_stock",891,647,7.19,2.1,-27.4,1.00,1934.53,647.00,29.85
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,43,"positive_stock",343,232,2.58,16.7,-32.4,1.00,693.68,232.00,85.57
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,37,"positive_stock",527,409,4.54,8.1,-22.4,1.00,1222.91,409.00,73.63
17,"Maven Toys Toluca 1","Toluca","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,59,"positive_stock",557,487,5.41,10.9,-12.6,1.00,1456.13,487.00,117.41
18,"Maven Toys Merida 1","Merida","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,74,"positive_stock",507,334,3.71,19.9,-34.1,1.00,998.66,334.00,147.26
19,"Maven Toys Puebla 1","Puebla","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,18,"positive_stock",207,272,3.02,6.0,31.4,1.00,813.28,272.00,35.82
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,92,"positive_stock",336,355,3.94,23.3,5.7,1.00,1061.45,355.00,183.08
21,"Maven Toys Santiago 1","Santiago","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,46,"positive_stock",352,403,4.48,10.3,14.5,1.00,1204.97,403.00,91.54
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,6,"positive_stock",546,531,5.90,1.0,-2.7,1.00,1587.69,531.00,11.94
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,38,"positive_stock",201,194,2.16,17.6,-3.5,1.00,580.06,194.00,75.62
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,48,"positive_stock",141,224,2.49,19.3,58.9,1.00,669.76,224.00,95.52
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,80,"positive_stock",498,437,4.86,16.5,-12.2,1.00,1306.63,437.00,159.20
26,"Maven Toys Campeche 2","Campeche","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,71,"positive_stock",288,303,3.37,21.1,5.2,1.00,905.97,303.00,141.29
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,18,"positive_stock",342,204,2.27,7.9,-40.4,1.00,609.96,204.00,35.82
28,"Maven Toys Puebla 2","Puebla","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,10,"positive_stock",377,396,4.40,2.3,5.0,1.00,1184.04,396.00,19.90
29,"Maven Toys Xalapa 1","Xalapa","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,47,"positive_stock",155,146,1.62,29.0,-5.8,1.00,436.54,146.00,93.53
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",25,"PlayDoh Can","Art & Crafts",1.99,2.99,6,"positive_stock",592,319,3.54,1.7,-46.1,1.00,953.81,319.00,11.94
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",25,"PlayDoh Can","Art & Crafts",1.99,2.99,94,"positive_stock",794,871,9.68,9.7,9.7,1.00,2604.29,871.00,187.06
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,20,"positive_stock",444,414,4.60,4.3,-6.8,1.00,1237.86,414.00,39.80
33,"Maven Toys Monterrey 3","Monterrey","Airport",25,"PlayDoh Can","Art & Crafts",1.99,2.99,57,"positive_stock",534,260,2.89,19.7,-51.3,1.00,777.40,260.00,113.43
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,131,"positive_stock",617,694,7.71,17.0,12.5,1.00,2075.06,694.00,260.69
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,14,"positive_stock",528,421,4.68,3.0,-20.3,1.00,1258.79,421.00,27.86
36,"Maven Toys Morelia 1","Morelia","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,125,"positive_stock",95,127,1.41,88.6,33.7,1.00,379.73,127.00,248.75
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,34,"positive_stock",595,209,2.32,14.6,-64.9,1.00,624.91,209.00,67.66
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,57,"positive_stock",162,241,2.68,21.3,48.8,1.00,720.59,241.00,113.43
39,"Maven Toys Xalapa 2","Xalapa","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,40,"positive_stock",661,787,8.74,4.6,19.1,1.00,2353.13,787.00,79.60
40,"Maven Toys Toluca 2","Toluca","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,13,"positive_stock",185,355,3.94,3.3,91.9,1.00,1061.45,355.00,25.87
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,19,"positive_stock",484,595,6.61,2.9,22.9,1.00,1779.05,595.00,37.81
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,46,"positive_stock",455,235,2.61,17.6,-48.4,1.00,702.65,235.00,91.54
43,"Maven Toys Durango 1","Durango","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,55,"positive_stock",326,507,5.63,9.8,55.5,1.00,1515.93,507.00,109.45
44,"Maven Toys Puebla 3","Puebla","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,26,"positive_stock",545,325,3.61,7.2,-40.4,1.00,971.75,325.00,51.74
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,57,"positive_stock",397,345,3.83,14.9,-13.1,1.00,1031.55,345.00,113.43
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,37,"positive_stock",287,328,3.64,10.2,14.3,1.00,980.72,328.00,73.63
47,"Maven Toys Monterrey 4","Monterrey","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,14,"positive_stock",171,226,2.51,5.6,32.2,1.00,675.74,226.00,27.86
48,"Maven Toys Saltillo 2","Saltillo","Commercial",25,"PlayDoh Can","Art & Crafts",1.99,2.99,23,"positive_stock",359,414,4.60,5.0,15.3,1.00,1237.86,414.00,45.77
49,"Maven Toys Culiacan 1","Culiacan","Downtown",25,"PlayDoh Can","Art & Crafts",1.99,2.99,23,"positive_stock",650,520,5.78,4.0,-20.0,1.00,1554.80,520.00,45.77
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",25,"PlayDoh Can","Art & Crafts",1.99,2.99,34,"positive_stock",291,286,3.18,10.7,-1.7,1.00,855.14,286.00,67.66
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",26,"PlayDoh Playset","Art & Crafts",20.99,24.99,13,"positive_stock",14,0,0.00,NULL,-100.0,4.00,0.00,0.00,272.87
